
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
2119         	019359   	      28703	Fall 2011  	PGY                        	Dfn 147                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         431	        431	Human Physiology
2119         	019359   	      28703	Fall 2011  	PGY                        	Dfn 148                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         228	        431	Human Physiology
2119         	019362   	      35926	Fall 2011  	PGY                        	Dfn 146                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         225	        400	Human Physiology I
2119         	019362   	      35926	Fall 2011  	PGY                        	Dfn 147                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         431	        400	Human Physiology I
2119         	019362   	      35926	Fall 2011  	PGY                        	Dfn 148                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         228	        400	Human Physiology I
2119         	019369   	      25135	Fall 2011  	PGY                        	Dfn 146                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         225	         28	Human Physiology I
2119         	019369   	      25135	Fall 2011  	PGY                        	Dfn 147                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         431	         28	Human Physiology I
2119         	019369   	      25135	Fall 2011  	PGY                        	Dfn 148                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         228	         28	Human Physiology I
2119         	019372   	      33856	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         250	         41	Geographical Info Systems
2119         	019373   	      24007	Fall 2011  	GEO                        	Filmor 352                                        	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          32	         11	Remote Sensing
2119         	019377   	      30641	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         250	         31	Geographical Informat Sys
2119         	019389   	      32736	Fall 2011  	LAW                        	Obrian 109                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MWF12       	          80	          2	Fin Analysis & Reporting
2119         	019417   	      32791	Fall 2011  	LAW                        	Alfier 103                                        	LCTR         	13-DEC-2011	08:00        	11:00      	TR8         	          43	          6	Negotiations
2119         	019419   	      34094	Fall 2011  	HIS                        	Talbrt 103                                        	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	          40	         20	Special Topics
2119         	019425   	      23754	Fall 2011  	PHY                        	Knox 20                                           	LCTR         	14-DEC-2011	19:15        	22:15      	MW18        	         454	        280	College Physics
2119         	019425   	      23754	Fall 2011  	PHY                        	Norton 112                                        	LCTR         	14-DEC-2011	19:15        	22:15      	MW18        	         340	        280	College Physics
2119         	019425   	      23754	Fall 2011  	PHY                        	Nsc 225                                           	LCTR         	14-DEC-2011	19:15        	22:15      	MW18        	         385	        280	College Physics
2119         	019425   	      24095	Fall 2011  	PHY                        	Knox 20                                           	LCTR         	14-DEC-2011	19:15        	22:15      	MW18        	         454	        341	College Physics
2119         	019425   	      24095	Fall 2011  	PHY                        	Norton 112                                        	LCTR         	14-DEC-2011	19:15        	22:15      	MW18        	         340	        341	College Physics
